ID,Solubility,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
A-501,-3.468385388,182.59,-3.2054,13.3605,6,4,0,6,0,32,0,0,0,0,86.25,71.69461663,0,53.6836744
A-504,0.846685164,88.106,-0.4728,23.3116,6,2,2,2,2,36,0,0,0,0,40.46,36.73294184,2.734385994,34.81274391
A-506,-0.603011426,246.303,1.1754,63.904,17,5,0,5,11,100,0,0,0,0,53.99,102.6797143,3.084416123,214.9415278
A-508,-2.648977722,272.282,-0.8694,62.3622,18,6,2,8,3,98,0,1,2,2,109.93,106.9376444,2.258623707,461.1843921
A-519,-3.46576061,178.275,2.9579,53.376,13,1,0,1,3,72,0,1,3,3,17.07,80.21387105,2.050835296,249.8500914
A-523,1.023394133,57.043,-5.5033,7.0968,3,0,1,3,0,24,0,0,0,0,36.5,18.44635242,0,6
A-533,-4.578730408,261.944,3.8546,51.933,10,0,0,2,1,52,1,0,0,1,0,77.20677953,3.211310929,253.4345459
A-535,-4.623441954,277.323,4.10612,84.745,21,2,2,3,2,104,3,0,0,3,49.33,122.4056641,1.979471019,824.3162039
A-539,-4.534838609,222.031,1.1522,47.8039,13,5,1,7,1,70,1,0,0,1,78.1,83.82207379,3.231230605,355.9777552
A-541,-4.008053211,685.596,-1.416,21.602,7,4,0,7,0,36,0,3,3,3,36.92,74.15253193,1.989747225,63.49431756
A-542,-4.788985441,393.7,8.4527,125.848,28,1,0,2,21,166,0,0,0,0,20.31,177.0945566,3.511128154,342.3419784
A-545,-4.47086065,186.295,3.3001,54.626,13,2,0,2,8,78,0,0,0,0,26.3,81.6637395,2.872918759,121.2586864
A-556,-4.702513826,302.458,4.5944,88.2548,22,2,1,2,2,122,0,2,4,4,29.46,134.1783995,1.61211186,517.8002858
A-560,-4.613478878,246.394,4.3742,74.207,18,1,0,1,1,100,0,2,3,3,17.07,111.0327505,2.14933459,442.5264452
A-568,-3.451515538,168.28,3.326,51.107,12,1,0,1,5,70,0,1,1,1,17.07,75.54436312,2.022982494,139.9395388
A-569,-3.489215864,182.307,3.594,57.674,13,1,0,1,4,76,0,0,0,0,17.07,82.22553335,4.397313867,205.1643664
A-574,-2.390659928,143.573,1.6278,37.5292,9,2,2,3,0,48,1,0,0,1,46.25,57.8687938,3.17167803,224.2978871
A-575,-2.454899746,166.176,1.7835,44.5703,12,2,1,3,3,64,1,0,0,1,46.53,70.59553054,2.780862289,263.6070663
A-578,-3.591642752,230.016,3.5944,45.8764,13,1,1,6,0,72,1,0,0,1,26.02,82.23937459,3.292030546,311.994919
A-584,-2.478578955,174.284,2.0902,51.0856,12,2,2,2,8,74,0,0,0,0,40.46,75.61219756,2.901852426,83.90776467
A-586,-2.427057806,154.253,2.7918,46.42,11,1,0,1,2,64,0,1,1,1,17.07,69.179421,2.470035704,139.8082035
A-587,-2.588667606,222.24,2.0691,58.8545,16,4,0,4,4,86,1,0,0,1,52.6,94.17119046,2.954802732,396.0052757
A-596,-3.700359651,286.415,3.6552,82.6228,21,2,1,2,0,114,0,3,4,4,37.3,126.8614343,1.704682463,545.7696078
A-597,-3.351339264,187.286,3.34128,58.918,14,1,0,1,3,74,1,0,0,1,23.79,86.3785776,2.748630016,327.24835
A-599,-3.43464733,155.068,3.0244,39.908,8,0,0,2,5,50,0,0,0,0,0,61.17049405,2.530060457,31.509775
A-600,-3.558592794,206.285,2.5403,57.122,15,2,0,2,2,82,0,2,3,3,26.3,90.68652724,1.724503028,307.6578138
A-602,-4.676528089,474.819,2.873,107.9425,32,8,0,12,6,172,2,0,0,2,96.6,183.9806057,2.508444812,1197.287083
A-604,-0.008033112,569.436,2.69486,117.4266,34,9,0,13,3,185,3,0,0,3,171.6,210.1336085,4.73E-07,1190.610941
A-606,-2.536373209,192.214,1.7946,53.093,14,3,0,3,5,74,1,0,0,1,35.53,82.95512322,2.268439797,292.6607706
A-607,1.08677602,144.943,-2.6198,5.9848,2,0,1,2,0,16,0,0,0,0,36.5,30.64802054,0,2
A-614,-3.651080563,246.288,0.1941,60.2039,16,5,2,7,4,90,1,0,0,1,90.65,94.40384869,3.483191802,484.527507
A-616,0.537602002,158.05,-1.9048,28.0337,9,2,5,8,0,56,0,0,0,0,146.87,50.51869761,0,114.655022
A-618,-2.392751997,134.138,0.8562,38.9194,10,1,2,3,0,50,2,0,0,2,48.65,56.70339815,3.007619547,362.8983534
A-620,-2.621433551,226.272,1.8611,60.71,16,4,0,4,8,90,0,0,0,0,52.6,95.92454288,3.473591235,231.7443751
A-624,-3.560504415,196.29,2.9084,54.853,14,2,0,2,1,80,0,2,2,2,26.3,86.01701931,1.857394993,212.3672689
A-628,-2.813509506,346.275,2.8249,87.9921,24,4,2,7,5,124,2,0,1,3,100.9,137.7087038,2.063280667,859.6642016
A-640,-3.538303545,180.291,3.6582,57.72,13,1,0,1,6,74,0,0,0,0,17.07,81.53593032,3.601299451,195.1700163
A-645,-2.494851361,162.188,2.1681,46.891,12,2,0,2,2,62,1,0,0,1,26.3,71.47663587,2.650397773,287.966706
A-647,-2.465007757,150.221,2.4879,46.302,11,1,0,1,1,60,0,0,1,1,17.07,67.80021494,3.095228966,231.2573322
A-649,-3.548153643,182.307,3.572,55.654,13,1,0,1,3,76,0,1,1,1,17.07,81.90930523,2.501356703,175.5634981
A-653,-2.634320541,218.869,-2.6206,1.373,6,4,0,6,0,39,0,0,0,0,80.26,48.09100054,0,90.71649287
A-655,-2.563130476,184.242,3.0124,60.5791,14,2,2,2,2,70,2,0,0,2,38.05,83.37825021,2.155110851,392.4267229
A-656,-1.580579513,191.274,2.6955,59.307,14,1,0,2,3,76,1,0,0,1,20.31,85.54241158,2.756529399,294.4498559
A-657,0.577623585,132.235,1.0764,35.833,8,2,0,3,3,48,0,0,0,0,18.46,51.36415122,3.763089869,78.49785514
A-659,0.612158315,122.127,0.1805,32.7549,9,2,1,3,1,46,1,0,0,1,55.98,52.51740601,2.981454614,207.5576621
A-665,-2.772789495,296.319,1.5704,76.192,21,6,0,6,10,116,0,0,0,0,78.9,123.6048335,4.872529375,364.066242
A-667,-2.55201324,178.231,2.4323,53.447,13,2,0,2,4,70,1,0,0,1,18.46,78.79360112,2.975326756,292.141795
A-669,-2.936886553,432.371,1.7562,95.6924,28,9,0,12,4,140,3,0,0,3,162.18,170.5419585,2.80E-06,1272.34066
A-673,-3.721988672,268.353,3.357,72.291,19,4,0,4,7,108,0,0,1,1,52.6,114.7031411,2.715815598,357.157075
A-674,-3.335193031,108.184,2.5287,36.678,8,0,0,0,1,44,0,0,1,1,0,50.90880861,2.371415796,100.6059378
A-676,-4.78011829,355.607,5.3105,110.0636,25,3,2,3,20,150,0,0,0,0,43.7,157.0617336,3.232520544,262.7528343
A-677,-4.807173711,378.465,4.5573,102.0135,27,6,0,6,12,150,1,0,0,1,78.9,160.7307368,3.008726531,623.097889
A-679,-4.828521956,393.491,3.0372,115.3588,29,7,1,7,5,152,3,1,1,4,66.53,169.9715734,1.433146256,998.931932
A-680,-4.606388779,234.324,0.9838,57.361,15,5,0,6,8,88,0,0,0,0,53.99,91.33586076,3.808771306,194.4147222
A-683,-4.480440668,172.312,3.5095,54.3128,12,1,1,1,9,74,0,0,0,0,20.23,77.18290592,2.727242813,61.4043641
A-686,-2.340733519,180.138,-3.1396,11.508,4,2,0,4,0,17,0,0,0,0,46.12,65.59601478,0,6
A-691,-4.659958513,246.347,4.0861,66.577,17,4,0,4,7,102,0,0,0,0,44.76,104.5500095,3.732232764,207.9552269
A-693,-4.598598509,210.317,3.3205,61.49,15,2,0,2,2,86,0,1,1,1,26.3,92.69818954,2.55714746,265.7095182
A-697,-4.50210133,165.236,2.2542,51.8264,12,2,1,2,2,66,1,0,0,1,43.09,73.39841553,2.17E-07,196.2533698
A-698,-4.950531484,464.018,5.3119,113.702,29,4,0,5,20,168,0,0,0,0,80.26,192.9335906,-4.51E-07,302.8423488
A-699,-4.960419449,473.791,4.0051,143.8997,33,6,6,7,26,200,0,0,0,0,125.43,205.1537588,0,349.5739447
A-701,-4.643981404,220.268,2.9053,62.4373,16,3,1,3,5,86,1,0,0,1,46.53,95.36569597,2.414416734,369.1953854
A-706,-2.657001848,225.156,1.0796,51.3952,16,5,1,7,3,84,1,0,0,1,106.74,89.41002837,3.357712531,467.0670566
A-713,-3.544278177,171.583,2.55662,42.8434,11,2,0,4,1,58,1,0,0,1,43.14,68.75258718,3.151549668,298.4920898
A-714,-3.851456788,348.059,3.9581,102.4454,23,0,0,2,17,142,0,0,0,0,0,154.1609917,0,210.3773341
A-722,-3.906400656,394.516,2.7712,105.6274,28,4,2,8,7,158,0,2,2,2,98.82,166.926969,1.498076737,504.323776
A-724,-3.554059535,172.268,2.6218,49.869,12,2,0,2,5,72,0,0,0,0,26.3,75.29879739,3.319780861,127.8002691
A-726,-3.645700574,212.296,2.6362,69.1168,16,2,2,2,3,82,2,0,0,2,52.04,95.89816295,1.966014635,397.666487
A-728,-0.459550859,137.138,0.8682,35.5765,10,3,0,3,1,52,1,0,0,1,39.19,58.65600266,2.852627929,220.307533
A-740,-3.32353295,98.999,-2.9985,0,2,0,0,2,0,18,0,0,0,0,0,30.11719128,0,2
A-741,-1.672068062,218.629,-4.761,0,6,4,0,6,0,40,0,0,0,0,92.24,49.37566404,0,23.01955001
A-742,-1.682279323,223.253,1.6687,58.175,15,3,2,5,1,78,2,0,0,2,80.39,87.08159436,2.814655009,619.6001476
A-746,-1.822256226,305.502,3.1984,61.1348,13,2,1,4,0,66,2,0,0,2,33.12,93.69205373,2.966872934,472.3665095
A-749,-3.669517691,216.321,3.4761,60.236,15,3,0,3,6,90,0,0,0,0,35.53,93.07152216,3.935059942,181.7964782
A-750,-3.558040393,166.264,2.5036,48.713,12,1,0,1,1,68,0,3,3,3,17.07,74.53853196,2.163484668,207.0496522
A-752,-1.555639677,164.248,2.3901,51.0608,12,1,1,1,3,66,1,0,0,1,20.23,74.05034744,2.441997239,220.5094703
A-758,-2.548488397,160.172,2.6354,46.2185,12,2,0,2,1,60,2,0,0,2,30.21,69.79880324,2.697254061,393.0861294
A-760,-2.699029836,225.031,-2.1688,42.3193,13,3,2,7,1,72,1,0,0,1,91.01,84.67486277,1.44E-06,319.6464035
A-761,-3.698734262,228.376,3.3788,67.4508,16,2,1,2,4,96,0,1,1,1,29.46,100.3854463,2.474073273,195.4022473
A-770,-2.588821642,172.268,2.9368,48.8448,12,2,1,2,2,72,0,1,1,1,29.46,74.8549732,2.501180984,133.8002691
A-773,-2.664780194,204.269,2.5645,58.8073,15,2,1,2,2,80,1,1,1,2,37.3,89.93592262,2.197389224,336.8134025
A-775,-1.646789011,195.093,-5.1171,39.6931,11,2,2,4,2,64,1,0,0,1,38.05,81.93201738,-1.01E-07,175.4033276
A-777,-6.497781397,440.463,4.0286,122.013,33,7,2,9,7,164,5,0,0,5,118.81,188.2256648,1.525137781,1424.913779
A-780,-6.776311258,358.478,5.377,105.7116,26,4,2,4,3,142,2,0,0,2,58.92,155.9534764,2.877180826,738.8577899
A-781,-1.838461676,300.296,-1.5232,64.0216,20,7,1,10,3,108,1,2,2,3,122.46,113.6371227,2.097498684,684.5109353
A-784,-1.494780947,135.166,1.2792,40.909,10,1,0,2,2,52,1,0,0,1,20.31,60.08264312,2.842015016,207.757393
A-787,-1.770093003,253.257,-0.2378,50.4836,15,5,3,9,2,84,1,0,0,1,134.76,86.02856584,3.573656095,588.0481763
A-789,-2.560404377,156.269,2.4395,47.3498,11,1,1,1,1,66,0,1,1,1,20.23,69.81213266,2.43715926,120.0411847
A-790,-2.661319514,197.146,1.3016,46.6077,14,4,1,6,3,74,1,0,0,1,89.67,78.88356415,3.274414445,387.3180706
A-792,-3.675280089,206.285,2.8184,60.56,15,2,0,2,3,82,1,0,0,1,26.3,91.26106525,2.316748608,309.0578797
A-793,-3.597623767,170.252,2.5183,47.803,12,2,0,2,2,70,0,1,1,1,26.3,74.29296623,2.288661509,147.9175691
A-794,-3.655044576,194.318,3.8822,60.247,14,1,0,1,3,80,0,0,1,1,17.07,87.58464431,2.745230748,258.4091282
A-797,-0.937218529,371.258,1.0044,95.689,22,0,0,2,4,112,3,0,0,3,0,143.8727583,1.76E-06,584.0085833
A-811,-3.589641142,163.264,3.59278,52.652,12,1,0,1,4,66,0,0,0,0,23.79,75.40204579,3.716287221,215.6488367
A-812,-2.643261824,184.279,3.0525,52.49,13,2,0,2,5,76,0,1,1,1,26.3,80.65790835,2.160330979,176.9290923
A-816,-1.767738518,240.172,-2.9149,45.472,15,6,1,9,2,76,1,0,0,1,126.36,107.4663052,1.96E-06,486.295663
A-818,-3.72590382,222.372,3.6098,66.0668,16,1,1,1,0,92,0,4,4,4,20.23,99.62518092,2.129289415,321.3966411
A-824,-2.687630237,197.281,2.9764,63.4277,15,1,1,1,4,76,2,0,0,2,12.03,90.76824374,1.809580758,341.098159
A-825,-1.516963539,133.154,1.26632,38.6257,10,2,1,3,0,50,2,0,0,2,41.57,58.06337329,2.950090305,350.3787059
A-826,-1.766205568,234.189,0.1293,48.9882,15,6,3,9,2,82,1,0,0,1,143.76,83.8471393,3.594753989,522.6688114
A-831,-2.008588463,407.989,1.90779,122.856,29,3,0,4,6,152,3,0,0,3,9.72,181.5327806,3.00E-06,760.4230568
A-832,-1.629032231,170.252,2.6624,47.873,12,2,0,2,4,70,0,1,1,1,26.3,74.29296623,2.097727746,142.7740057
A-841,-2.733020621,216.312,0.2276,62.3436,15,2,2,3,2,76,2,0,0,2,40.46,89.70460913,2.442186511,384.3898118
A-842,-3.624481304,172.268,2.91,50.009,12,2,0,2,7,72,0,0,0,0,26.3,75.29879739,3.083720794,110.4062069
A-843,-3.900334993,324.336,1.3168,85.07,24,4,0,6,4,122,1,0,2,3,74.76,138.5855959,1.738324613,769.9254448
A-848,-3.704897417,204.269,3.1997,60.7725,15,2,0,2,5,80,1,0,0,1,26.3,90.57146222,2.282022036,314.5676548
A-851,-3.718503765,209.201,0.842,53.5334,15,5,1,5,2,80,1,0,0,1,78.62,86.78119693,3.082627654,400.4089037
A-853,-3.697625957,199.382,4.112,65.4454,14,1,1,1,10,86,0,0,0,0,26.02,90.4584471,3.153982305,101.4086852
A-857,-4.6529288,220.356,3.7703,64.174,16,1,0,1,0,90,0,4,4,4,12.53,98.93866124,1.934409286,369.6312412
A-861,-4.730940692,260.487,4.8772,80.7798,17,2,1,2,10,104,0,0,0,0,20.23,112.7657844,3.040168328,160.7949799
A-863,-4.945016986,422.92,4.2668,115.9235,30,6,2,8,8,154,4,0,0,4,92.51,179.3020834,1.621167978,1105.375518
A-864,-4.918566536,397.931,-0.3564,2.0595,5,0,0,5,0,48,0,0,0,0,85.5,88.41878692,0,4.854752972
A-865,-4.635481621,204.335,2.6758,58.118,13,3,1,3,7,78,0,0,0,0,26.3,86.45386405,3.522832499,136.8864354
A-871,-4.680367049,220.356,4.1282,67.227,16,1,0,1,3,90,0,1,2,2,17.07,99.30869739,1.834418126,289.8100768
A-876,-4.820595497,284.488,4.9108,88.174,20,1,0,3,12,120,0,0,0,0,23.55,126.2595143,4.539321073,193.0298936
A-877,-4.74017718,236.399,4.2639,70.857,17,1,0,1,1,98,0,3,3,3,9.23,106.3094345,2.043102888,334.4168802
A-883,-4.683590383,198.35,4.3061,61.584,14,1,0,1,1,84,0,1,1,1,9.23,89.22627048,2.166172108,110.4039704
A-884,-4.734296245,222.372,4.184,68.4,16,1,0,1,2,92,0,2,2,2,9.23,100.2607205,2.226283495,291.8100768
A-886,-4.891655533,316.36,3.83944,95.4164,24,3,1,4,1,118,3,0,1,4,63.4,139.0468677,2.005101312,1014.98345
A-887,-4.701811829,201.313,3.66702,63.933,15,1,0,1,1,80,1,0,0,1,23.79,92.74351972,3.26923047,379.3224814
A-888,-7.231973426,852.989,13.9818,248.501,61,6,0,8,12,316,6,2,2,8,55.38,365.1098915,0.970824146,2210.512973
A-889,-4.692831503,197.193,1.7234,55.7447,15,2,1,3,0,72,2,0,1,3,46.17,85.71002711,2.559690309,552.8436506
A-893,-0.586560326,154.209,1.8822,41.072,11,2,0,2,0,62,0,2,2,2,26.3,66.92219297,1.982567998,164.9456683
A-896,-2.744685443,220.312,3.1592,64.262,16,2,0,2,2,88,1,1,1,2,18.46,97.57219934,1.999223571,331.848395
A-904,-1.729501225,209.202,-2.51468,43.5546,13,4,1,6,1,66,1,0,0,1,83.22,99.17827156,1.44E-06,402.1987237
A-906,-3.587759138,153.269,3.36248,48.083,11,1,0,1,5,64,0,0,0,0,23.79,70.41630974,3.183499102,121.3246919
A-908,-3.958346195,356.422,2.7722,95.465,26,4,0,6,2,138,1,2,2,3,74.76,152.6946862,1.805323134,671.0262957
A-916,-1.764813003,221.104,-2.8372,43.6092,15,6,1,9,2,74,1,0,0,1,135.36,105.2848786,1.96E-06,421.4735477
A-917,-2.722633923,200.64,3.0274,50.6845,13,1,0,3,4,70,1,0,0,1,17.07,81.52149531,2.611171251,281.4811493
A-922,-4.943737963,228.408,3.8911,67.337,15,2,0,3,5,88,0,0,0,0,26.3,94.84339436,5.132522352,210.0021809
A-924,-1.729316846,202.25,1.6698,51.69,14,4,0,4,5,82,0,0,0,0,52.6,84.57386472,3.613952246,174.2986792
A-926,-4.105730153,471.989,0.05052,99.4889,28,8,1,10,4,138,2,0,1,3,138.79,197.5319463,2.80E-06,1138.514875
A-927,-1.980785388,356.857,1.7437,100.2092,25,4,2,6,3,130,3,0,0,3,70.97,152.9687889,2.25E-06,915.0956774
A-929,-1.485022741,113.038,0.034,15.2494,7,1,1,5,0,42,0,0,0,0,43.09,37.10221215,3.791118417,85.42592197
A-930,-2.656892778,168.28,3.1819,51.037,12,1,0,1,2,70,0,1,1,1,17.07,75.54436312,2.488369389,159.842926
A-932,-2.764701082,215.23,1.30672,50.9432,14,4,0,6,2,76,1,0,0,1,77.28,81.43966145,3.416533376,478.1146885
A-935,-3.651887666,168.236,2.1332,48.551,12,2,0,2,4,68,0,0,0,0,26.3,74.29802278,3.268973153,174.0129383
A-939,-2.877472795,278.291,3.326,85.8345,20,1,0,2,3,98,3,0,0,3,17.07,118.8351914,2.272149039,617.7209196
A-940,-2.672402404,172.611,2.3572,44.556,11,2,0,3,2,60,1,0,0,1,18.46,70.69164403,2.992962952,247.8474159
A-944,-2.71429469,188.226,2.2109,56.5288,14,2,1,2,3,72,2,0,0,2,29.46,82.75073086,2.315209942,423.3461726
A-950,-3.613249563,150.221,2.8655,46.845,11,1,0,1,4,60,1,0,0,1,9.23,68.00471681,2.275801287,181.3240823
A-953,-3.955042001,324.597,5.9623,105.9931,23,2,2,2,19,138,0,0,0,0,38.05,146.2382432,3.02306934,225.8814591
A-959,-1.792073711,221.178,1.82342,46.4468,15,3,1,6,3,84,1,0,0,1,42.35,84.51520475,2.775316401,338.6196086
A-961,-2.830470194,238.239,1.8102,62.7678,17,4,1,5,5,92,1,0,0,1,64.99,99.22784431,3.217915676,411.5172831
A-962,0.123663372,263.272,-1.274,20.967,7,4,0,7,0,36,0,0,0,0,80.26,83.95770813,-4.00E-08,30.67103446
A-967,-2.790216782,215.916,2.5564,36.822,6,0,0,2,3,38,0,0,0,0,0,55.56917258,2.339092315,17.509775
A-971,-3.86815387,258.358,3.2334,70.202,18,4,0,4,11,106,0,0,0,0,52.6,110.0336332,3.323319424,201.8338812
A-972,-3.956081947,316.337,4.39216,90.292,22,3,0,4,5,116,2,0,0,2,43.37,131.3294875,2.601020109,712.2475302
A-973,-2.672674663,164.248,2.99812,51.5438,12,1,1,1,0,66,1,0,0,1,20.23,74.05034744,3.189211512,281.5458536
A-974,-2.835904882,239.183,1.168,55.7754,17,6,0,7,3,90,1,0,0,1,95.74,96.09428196,3.315323157,481.6845088
A-978,-2.76811118,199.338,3.2153,61.304,14,1,0,2,8,84,0,0,0,0,20.31,88.67497006,3.095845581,143.2571555
A-986,-2.647537233,149.237,2.89248,45.875,11,1,0,1,1,60,0,0,1,1,23.79,68.72087555,2.715406493,217.5175013
A-988,-2.691753623,164.248,2.99812,51.5438,12,1,1,1,0,66,1,0,0,1,20.23,74.05034744,3.231425013,281.5458536
A-989,0.287747296,171.671,-1.1127,46.008,11,0,0,2,1,62,1,0,0,1,0,74.64912787,1.00E-06,200.5527598
A-990,-3.021359064,350.543,5.8186,102.47,25,3,0,3,2,144,0,3,4,4,35.53,154.0903826,1.85E-07,504.6104862
A-994,-1.69697299,164.248,2.246,50.9908,12,1,1,1,3,66,1,0,0,1,20.23,74.05034744,2.526676008,215.7055387
A-995,-2.816496397,216.277,1.919,56.281,15,4,0,4,7,88,0,0,0,0,52.6,90.93880683,4.278065309,182.7646023
A-996,-3.898655621,268.445,3.6137,82.8048,19,3,1,3,12,112,0,0,1,1,35.83,118.6569415,1.902651221,240.9034322
A-997,-3.727695225,180.556,3.3588,36.454,11,0,0,4,0,60,1,0,0,1,0,66.59621767,2.993754788,236.8577533
A-998,-3.742373099,186.21,2.7648,55.2076,14,2,2,2,1,70,2,0,0,2,40.46,82.07696483,2.39650904,371.5796467
A-1000,-3.8838495,256.386,3.8509,72.565,18,3,0,3,0,106,0,1,1,1,35.53,111.231222,2.113694136,183.9153948
A-1002,-6.451104534,282.556,7.9039,94.384,20,0,0,0,16,122,0,0,0,0,0,129.6731512,3.101470058,161.4212455
A-1003,-3.54624346,116.08,-0.404,24.0228,8,2,2,6,0,44,0,0,0,0,110.9,44.55379658,3.668626462,122.9737366
A-1006,-3.86580004,242.278,2.5297,71.8016,18,3,2,4,3,92,2,0,0,2,64.35,105.3832018,2.168139858,552.9753791
A-1007,-2.928799169,28.01,-0.03751,3.9295,2,0,0,1,0,10,0,0,0,0,19.9,12.61969834,3,6.754887502
A-1013,-2.776432949,194.23,2.5735,52.6955,14,3,0,3,2,76,1,0,0,1,35.53,83.57402157,2.52343461,298.0587245
A-1016,-2.750681924,180.232,2.23409,50.0354,12,2,2,4,1,62,2,0,0,2,40.81,74.37914364,2.742606371,457.2709543
A-1018,-2.667770969,148.909,1.9011,14.982,5,0,0,4,0,32,0,0,0,0,0,35.10340484,3.023715784,22.36452798
A-1020,-4.370701466,772.498,12.4451,200.332,43,8,0,11,28,256,0,0,0,0,36.92,302.789615,-7.27E-07,581.7531357
A-1021,-3.919173798,272.3,2.395,74.418,20,4,0,4,6,104,2,2,2,4,43.52,116.7452389,1.536939109,616.9030238
A-1022,-3.746150762,182.263,2.8521,54.438,13,2,0,2,6,74,0,0,0,0,26.3,80.28453344,3.601299451,198.1358185
A-1023,-4.566123099,1204.123,-6.5408,53.6998,14,4,0,14,0,84,0,0,0,0,206.26,182.3419541,-2.22E-09,100.9000463
A-1024,-3.802676912,206.329,3.7601,64.63,15,1,0,1,2,84,0,0,1,1,17.07,93.2599834,2.96350395,307.30039
A-1025,-3.095972536,188.343,2.08,52.549,12,2,0,3,4,72,0,1,1,1,18.46,77.10436617,2.179610752,109.0961628
A-1028,-4.08795879,391.84,4.32352,94.3794,23,2,2,7,0,112,4,0,0,4,59.78,156.0460471,1.60E-07,969.0023064
A-1030,-2.858808721,230.332,3.1355,68.4344,16,1,0,2,4,82,2,0,0,2,17.07,98.59263576,1.952194148,407.1762621
A-1033,-2.653206406,142.198,1.7617,40.611,10,2,0,2,4,58,0,0,0,0,26.3,61.87931013,3.344132679,118.4259988
A-1034,-2.732588375,169.636,2.9497,44.63,10,2,0,3,0,50,2,0,0,2,12.89,67.27634513,2.876510167,322.1335934
A-1035,-0.933168591,268.357,1.37912,74.5897,19,5,3,5,2,108,1,1,1,2,88.48,113.1894204,3.99E-07,434.8074841
A-1038,-2.802624638,198.052,3.5416,51.763,12,1,0,3,0,60,2,0,0,2,12.89,79.93924809,2.863025794,425.7980912
A-1041,-1.747168641,173.193,0.5155,40.669,11,3,2,5,1,60,1,0,0,1,80.39,64.39992983,3.372194811,357.8450745
A-1042,-2.070050982,364.261,0.24508,81.596,23,6,0,7,4,132,0,0,0,0,114.4,154.4715657,-6.39E-08,263.022375
A-1050,-3.803181261,198.306,3.1544,56.967,14,2,0,2,2,82,0,1,1,1,26.3,87.02285046,2.650706143,208.3672689
A-1052,-3.769441651,182.307,3.7161,55.724,13,1,0,1,6,76,0,1,1,1,17.07,81.90930523,1.957773388,151.2034664
A-1053,-3.86327488,226.275,2.9725,66.384,17,2,0,2,4,86,2,0,0,2,26.3,100.858391,1.825663184,462.7951975
A-1056,-2.830299065,208.377,1.4126,60.161,11,3,0,5,0,64,0,0,0,0,6.48,82.92429946,3.862410115,147.2103308
A-1059,-2.701095244,154.253,2.9579,48.51,11,1,0,1,4,64,0,0,0,0,17.07,69.49564913,3.781104777,152.2557124
A-1060,-1.819543504,201.247,1.13234,50.143,13,3,2,5,1,72,1,0,0,1,80.39,77.12981406,3.557870846,436.9475157
A-1067,-0.468101062,88.15,1.0248,26.5408,6,1,1,1,2,38,0,0,0,0,20.23,38.99325324,2.754184786,23.11941548
A-1069,-1.461244839,867.693,-9.5076,172.2637,55,18,2,27,9,266,4,0,1,5,324.08,401.624622,3.78E-06,2745.955325
A-1074,-3.739643636,127.938,-0.2401,1.373,3,2,0,3,0,18,0,0,0,0,34.14,25.98479428,3.265986324,23.77443751
A-1076,-2.735417906,163.132,0.4813,43.1047,12,3,1,4,0,60,2,0,0,2,63.07,66.46057666,3.09393227,523.304278
A-1088,-3.81577692,196.29,3.2406,59.033,14,2,0,2,5,80,0,0,0,0,26.3,86.64947555,4.187563022,236.7062842
A-1092,-5.185848833,610.565,-1.1566,140.6989,43,15,8,15,7,236,2,2,3,5,234.29,244.5067412,1.412716325,1319.303868
A-1093,-5.066402363,460.256,-7.341,16.188,14,9,0,11,0,74,0,0,0,0,189.57,144.4962814,-2.70E-08,115.6067314
A-1094,-4.645140005,172.268,2.7659,49.939,12,2,0,2,6,72,0,0,0,0,26.3,75.29879739,3.453466338,121.0069869
A-1095,-4.63242095,167.296,3.89668,52.77,12,1,0,1,7,70,0,0,0,0,23.79,76.78125185,2.963924661,123.4560272
A-1098,-4.77757407,230.094,2.6159,58.2097,14,1,1,4,2,74,1,0,1,2,29.1,92.20325716,2.39144975,389.9535426
A-1101,-4.692503939,182.266,3.58582,60.427,14,0,0,0,2,70,2,0,0,2,0,85.21838155,2.236958884,401.393304
A-1104,-5.108420439,468.504,-7.341,16.188,14,9,0,11,0,74,0,0,0,0,189.57,142.7897808,-2.70E-08,115.6067314
A-1105,-4.995753937,358.478,4.0191,97.271,26,4,0,4,2,142,0,3,4,4,60.44,155.2882193,1.661887889,692.2558169
A-1106,-4.985723288,348.358,4.5702,99.81,26,4,4,6,6,130,3,0,0,3,98.66,149.2867118,2.064520345,861.5348226
A-1107,-4.820796026,238.286,3.4432,71.714,18,2,0,2,4,90,2,0,0,2,26.3,106.5337301,1.843552004,515.3079285
A-1110,-5.493585254,249.273,2.4989,73.5247,19,3,1,4,2,92,3,0,0,3,58.64,109.3660576,2.145767989,675.3475247
A-1112,-4.810584984,224.344,3.8767,68.197,16,2,0,2,6,92,0,0,0,0,26.3,99.37935978,4.367265669,272.4599288
A-1115,-5.098222153,426.286,-0.9798,9.1865,8,0,0,8,0,42,0,0,0,0,142.5,101.3091877,0,12.39035953
A-1116,-4.765268274,196.29,2.7879,56.825,14,2,0,2,3,80,0,1,1,1,26.3,86.33324743,2.658853025,259.4952945
A-1119,-4.936725416,285.259,1.946,76.0095,21,4,2,7,4,106,2,0,0,2,115.33,119.0841544,2.098304631,693.1639887
A-1120,-4.870866208,244.378,4.4105,76.4935,18,1,0,1,1,98,1,0,1,2,17.07,110.6014573,2.710745229,501.0767566
